,X,file_name,speaker_title,speaker_title_clean,ai_paragraph,Marketing Knowledge,Cusomter Experience,Product,Place,Marketing Operation,Price,Promotion,Other
59991,59991,2019-Apr-01-MARK.PK-137417498546-transcript.txt,"Kai-Shing Tao,  Remark Holdings, Inc. - Chairman & CEO    [2]", Chairman & CEO,"Beyond retail, we are also seeing strong momentum in the rollout of our AI safety/security initiative. The public safety and surveillance markets are a large opportunity, and we're continuing to work with our clients to develop solutions that will be used in construction sites, campuses, restaurants and traffic monitoring and enforcement. ",0,0,1,0,0,0,0,0
151427,151427,2024-Feb-06-CTSH.OQ-140390701709-transcript.txt,"Ravi Kumar Singisetti,  Cognizant Technology Solutions Corporation - CEO & Director    [3]", CEO & Director,"One last topic to cover and that's the demand environment. We see little change from the assessment we have provided in recent quarters about uncertain and weak discretionary spending in the early part of 2024. Given the clients are experiencing a period that has brought both change and uncertainty together, we expect them to continue to focus on reducing costs, consolidating vendors, modernizing their data and processes, and increasing the productivity so that they can apply savings to AI-led transformation.",0,0,0,1,0,0,0,0
143724,143724,2023-Sep-06-BASE.OQ-140747968038-transcript.txt,"Matthew M. Cain,  Couchbase, Inc. - Chair, President & CEO    [19]"," Chair, President & CEO","We're spending a lot of time with large customers today on their future plans of AI and us being a platform that is strategic to them for their existing applications. At the same time, as we mentioned in the prepared remarks, we had a net new customer in an emerging geography that is an AI company for smart cities that realize that Couchbase was the platform that they needed to process all their data and enable the application that they're building. So, as we have always done, we take an architectural approach to the data layer and then upon a solid foundation, integrate services in a compelling way for both customers and developers. You combine all that with the Capella consumption model and we're really bringing a lot of capabilities together in a seamless way that quite frankly, other vendors just aren't architected to do, certainly at the scale and performance.",0,0,0,1,0,0,0,0
165844,165844,2024-May-20-ZM.OQ-138931860029-transcript.txt,"Eric S. Yuan,  Zoom Video Communications, Inc. - Founder, President, CEO & Chairman    [3]"," Founder, President, CEO & Chairman","As a result of how far the product has come, we have seen strong growth in a number of deals where we have beat or displaced a Gartner Top 4 CCaaS player. We have also strengthened our Channel partnerships, leading to a significant increase in our Channel wins and ability to compete for larger deals. ASPs are heading north buoyed by the popularity of our higher tier packages that allow agents and managers to lean further into AI with AI Expert Assist, Workforce Management, Quality Management, and more. ",0,0,0,1,0,0,0,0
96064,96064,2021-Mar-25-OSS.OQ-139951755522-transcript.txt,"Brian David Kinstlinger,  Alliance Global Partners, Research Division - Head of TMT Research, MD & Senior Technology Analyst    [20]"," Head of TMT Research, MD & Senior Technology Analyst","Can you talk about how your -- as it relates to the AI Transportables, can you talk about the competitive landscape and how your technology stacks up? I believe you talked about using the latest NVIDIA technology. Talk about where your peers are. And then for those that aren't using the technology that maybe equals what you are, how are you identifying and what is your go-to-market strategy to replacing and bring faster technology to those customers?",0,0,1,0,0,0,0,0
131691,131691,2023-Mar-07-SOUN.OQ-140097600061-transcript.txt,"Keyvan Mohajer,  SoundHound AI, Inc. - CEO, President & Director    [4]"," CEO, President & Director","In automotive, we now work with 20 key brands, an impressive number given we went from 0 to 20 brands in just a few years. While we continue to add new brands in our portfolio, we are also able to expand with our existing brands globally, by supporting new languages, new regions, adding edge and cloud and new services. We are also working with many world-class device manufacturers ranging from smart appliances to TVs and in multiple areas within the IoT space. Here, we continue to expand within our existing customers, and we are excited about the companies in our pipeline. With more than 75 billion connected devices expected globally by 2025, we see a tremendous opportunity here for our most AI powered products and solutions.",0,0,1,0,0,0,0,0
136804,136804,2023-May-18-PRST.PK-139256440591-transcript.txt,"Krishna Gupta,  Presto Automation - Interim Chief Executive Officer    [5]", Interim Chief Executive Officer,"Also this quarter, Presto announced the partnership with OpenAI to enhance our already powerful and industry leading drive thru AI voice assistant. While we have built our own technology, we are excited to also leverage LLMs to improve the speed and personalization of service and intend to further our relationship with OpenAI over the coming months.",0,1,1,0,0,0,0,0
149966,149966,2024-Aug-14-CSCO.OQ-140123853691-transcript.txt,"Charles Robbins,  Cisco Systems Inc - Chairman of the Board, Chief Executive Officer    [3]"," Chairman of the Board, Chief Executive Officer","I'd like to highlight one of the largest deals we've signed in the quarter with a leading global logistics company to advance their efforts in creating the world's most flexible, efficient, and intelligent logistics network. Cisco's technology platforms across switching, routing, security, and observability will enable our customer to automate network operations with cutting-edge innovations like AI-powered robotics and unmatched supply chain visibility.",0,0,0,1,0,0,0,0
119102,119102,2023-Apr-26-NOW.N-140081048753-transcript.txt,"William R. McDermott,  ServiceNow, Inc. - Chairman & CEO    [6]", Chairman & CEO,"So if you want to think about our unfair advantage, we actually started in IT and have extended that beautifully into HR, into the customer service management and into creator. Think about the importance of creator. 75% of the app development that will take place in the next 2 years will be done by the customers themselves on a low-code platform like ServiceNow. We feel we have a pole position. Customer service management, everybody is trying to align the front, mid and back office to give a seamless, self-service, direct-to-consumer experience on the mobile. It's our core competency. And when you think about the employee experience, there's wonderful systems of record out there that do what they're supposed to do, but our expertise is really taking a technology view of recruiting, hiring, onboarding, providing all the services and with generative AI actually giving the employee next best action and fundamentally changing the game on the productivity curve. ",0,1,1,0,1,0,0,0
74713,74713,2020-Aug-04-LPSN.OQ-140228004695-transcript.txt,"John Deneen Collins,  LivePerson, Inc. - Executive VP & CFO    [4]", Executive VP & CFO,"Thanks, Rob. I, too, couldn't be more pleased with how well LivePerson adapted to the new environment and capitalized on the demand inflection for our Conversational Cloud. LivePerson sharply accelerated revenue growth and delivered better than planned profitability and cash generation as the company executed on all key facets of its business. We built even stronger relationships with our customers by expertly guiding them through the crisis and helping them to maintain business continuity through a combination of AI and messaging. This strategy drove the revenue retention rate above our target range of 105% to 115%. We increased and progressed the sales pipeline by successfully adapting our go-to-market strategy to virtual selling and enhancing our partner channels. ",0,0,1,0,0,0,0,0
148544,148544,2024-Aug-08-AVPT.OQ-136979981485-transcript.txt,"Tianyi Jiang,  AvePoint Inc - Chief Executive Officer, Director    [24]"," Chief Executive Officer, Director","          Yeah. Opus has done well so far. It's was launched in late 2023. To remind everyone, Opus is the evolution of our information management story. It brings together the best of our cloud records product with more informal information management practices to create a holistic solution for the lifecycle management of content. So it's really actually three different functionalities around record management, retention archiving, classification infused with AI.",0,0,1,0,0,0,0,0
138422,138422,2023-Nov-02-IAS.OQ-139958681341-transcript.txt,"Lisa Utzschneider,  Integral Ad Science Holding Corp. - CEO & Director    [3]", CEO & Director,"Let me start by highlighting some key wins and expansions that reinforce the value of our AI-backed products, platform integrations, superior service, and geographic reach. BMW named IAS as its global verification partner. BMW selected IAS for our technology, innovation with products like Total Media Quality or TMQ, vertical expertise in the auto sector, extensive international footprint, and high-quality service. We are delighted that Ferrero, a global sweet packaged food company, has named IAS as its exclusive global measurement and optimization provider. We secured a major renewal and expansion of our partnership with Mars, the home of iconic brands including M&M, Snickers, Kind and Pedigree. This multiyear exclusive agreement includes IAS's leading market measurement and optimization offerings with annual minimum impression commitments. The renewal also expands our relationship with Mars to new markets including Mexico, Brazil, Germany and the APAC region. ",0,0,1,0,0,0,0,0
131136,131136,2023-Mar-01-CCCS.OQ-141025542080-transcript.txt,"Githesh Ramamurthy,  CCC Intelligent Solutions Holdings Inc. - Chairman & CEO    [23]", Chairman & CEO,"So one of the benefits we have is that on any given day, the scale of transactional data repairs, estimates, supply chain information flowing through a network is massive. So even if you build an AI model, that currency and the speed at which you can rev this model, we learned how to do that with software releases. We did over 1,000 software releases last year and maintained a network or uptime of 99.95. So we had to do the same thing with AI, and we can literally rev some of the models on a monthly basis. Some of this gets updated. And not only do rev and update these models, there's also an important element of AI called drift that you have to manage. ",0,0,1,0,0,0,0,0
129213,129213,2023-Jul-25-MSFT.OQ-137462259693-transcript.txt,"Satya Nadella,  Microsoft Corporation - Chairman & CEO    [3]", Chairman & CEO,"To that end, we remain focused on 3 key priorities: first, helping customers use the breadth and depth of Microsoft Cloud to get the most value on to their spend; second, investing to lead in the new AI platform shift by infusing AI across every layer of the tech stack; and third, driving operating leverage.",0,0,1,0,0,0,0,0
131389,131389,2023-Mar-02-DELL.N-138710351545-transcript.txt,"Anthony Charles Whitten,  Dell Technologies Inc. - Co-COO    [3]", Co-COO,"In Q4, we also advanced our innovation agenda. We launched our next generation of PowerEdge servers with significantly enhanced AI and machine learning capabilities and improved energy and cost efficiency for data center, cloud and edge environments, including new purpose-built XR servers for telecom, Open RAN and mobile edge use cases.",0,0,1,0,0,0,0,0
153606,153606,2024-Feb-21-SNPS.OQ-138455182185-transcript.txt,"Sassine Ghazi,  Synopsys, Inc. - CEO, President & Director    [3]"," CEO, President & Director","As the leading silicon-to-system design solution company with best-in-class EDA tools and the broadest portfolio of semiconductor IP, Synopsys' growth opportunity is truly incredible and already underway. Across industries, a paradigm shift is underway as companies race to deliver on this era of pervasive intelligence, where AI and smart technologies are omnipresent and interconnected.",0,0,0,0,0,0,0,1
88502,88502,2021-Aug-03-LPSN.OQ-138270208813-transcript.txt,"Robert P. LoCascio,  LivePerson, Inc. - Founder, Chairman of the Board & CEO    [3]"," Founder, Chairman of the Board & CEO","At the beginning of this year, we quickly entered into the AI health space. In the first half of the year, we developed and launched the diagnostics and testing platform called Bella Health, built on top of the conversational cloud. We were able to move very quickly because 80% of this new offering was built using the power of our core platforms. As we discussed last quarter, the first contract for our offering was related to rapid in-home COVID-19 tests and COVID testing has become an overall catalyst for increased development of new offerings for the entire medical diagnostic industry. We delivered the Bella Health app and the first set of corresponding tests ahead of schedule and the timing of these deliveries led to some of the outperformance versus guidance we achieved in Q2. ",0,0,1,0,0,0,0,0
88015,88015,2021-Apr-29-EXLS.OQ-138068485971-transcript.txt,"Rohit Kapoor,  ExlService Holdings, Inc. - Co-Founder, Vice Chairman & CEO    [10]"," Co-Founder, Vice Chairman & CEO","So these AI solutions, which are on the cloud and which are placed upstream and they don't need to interfere or disturb the existing legacy technology or for that matter how the work is currently being performed, I think it's working really well with our clients. And our clients are engaging with us more and more actively in terms of the adoption of these AI solutions on the cloud. And so we see a tremendous amount of opportunity out here.",0,0,1,0,0,0,0,0
129653,129653,2023-Jul-27-APPF.OQ-140169760678-transcript.txt,"Shane Trigg,  AppFolio, Inc. - President, CEO & Director    [3]"," President, CEO & Director","Wrapping up. We're quickly becoming the technology partner of choice for leading real estate businesses, from AI-powered innovation, including AppFolio Realm to our entry into the affordable housing segment, the addition of new AppFolio Stack partners and the expansion of our payments platform, we're focused on executing our strategy and delivering increasingly more value to our customers and their communities. We look forward to sharing more innovation at our annual customer conference in September and to hosting a virtual and in-person investor meeting later this year.",0,0,1,0,0,0,0,0
161882,161882,2024-May-01-UPWK.OQ-140995178620-transcript.txt,"Hayden Brown,  Upwork Inc - President, Chief Executive Officer, Director    [3]"," President, Chief Executive Officer, Director","To further catalyze this new reality and solidify Upwork as the premier destination for where that happens most effectively, we continue to expand the ecosystem of partners, offering industry leading tools through our app and offers page, welcoming cohort of new partners, including Dropbox, Notion, and iStock by Getty Images. Data shows that freelancers are already ahead of their full-time employee peers insight businesses in the adoption of AI tools.",0,0,0,1,0,0,0,0
51521,51521,2018-Feb-27-TMX^J22-138979224596-transcript.txt,"Nikhil Madhukar Varty,  ServiceMaster Global Holdings, Inc. - CEO & Director    [6]", CEO & Director,"          On the AHS, what's critical to me is, as I came in, I saw an incredible groundbreaking opportunity in this business. As you know, we've been serving -- we just touched -- crossed our customer count to over 2 million in this year, which is a big achievement for the business, but what lingered in my mind is there's 120 million homes in America. How do you get to those levels because the market, the way we defined it, we were counting us having about 47% market share, so we've been through an intensive amount of effort and work to see how we can serve beyond the 4 million homes and how do you capture a significant portion of the 116 million homes going forward. And that's just counting the United States as of now and not even really expanding our thinking process to outside our boundaries in commercial and other places. The fantastic part about this business is it's one of a kind, which is a -- which guarantees service to its customer through incredibly strong technical platform that connects 15,000 contractors in America. We monitor, manage, score and train and help them improve to over 2 million customers. There's a huge ability to expand this, but we have to look at other avenues beyond the warranty model that we offer today in terms of retail services and stuff. So and whether we go into retail services or not, it is imperative in today's world to be the best-in-class in customer service, and we're investing a lot to reduce our hold times, to improve our customer service levels. Pratip is also helping us drive significant mindset shift in terms of how we understand our customer issues and complaints, rapidly understand the root causes and put permanent solutions in place to give service that we can be very, very proud of, which becomes a huge barrier to entry in the future. This will also give us a nice foothold as this company becomes independent to expand beyond its own capabilities today in the warranty space to retail and concierge services or the likes. So we've done a lot of work to understand that, but it does take that upgrading that service. Plus, we're -- I strongly believe in digital capabilities that this business can benefit hugely from, which gives even higher ability to deliver increased margins in the future because you're going to be a lot more dependent on artificial intelligence, machine learning and other capabilities, which this business is very, very well suited for.",0,0,0,0,0,0,0,1
118913,118913,2023-Apr-25-SSTK.N-138760605753-transcript.txt,"Paul J. Hennessy,  Shutterstock, Inc. - CEO & Director    [3]", CEO & Director,"This is especially the case in our enterprise sales channel where our value proposition for enterprise customers is rapidly evolving from being a scaled content provider across multiple content types to comprise more workflow tools, data training sets, and AI enabled services.",0,0,1,0,0,0,0,0
147162,147162,2024-Aug-05-TDC.N-137144132967-transcript.txt,"Stephen Mcmillan,  Teradata Corp - President, Chief Executive Officer, Director    [33]"," President, Chief Executive Officer, Director","And then as we're looking at the new capabilities that we're bringing out in terms of having the platform support not just an enterprise data warehouse and being able to compete in the enterprise data warehouse perspective, but also being able to compete in the for deployments like Wake or Wake House, and also compete from an end database analytics for high-performance analytics, which really plays well into AI and Gen AI solutions. I think many customers, many of our customers are looking at multiple solutions across that entire solution set. It's our objective in Teradata to provide the best possible engine to address each one of those workloads and patterns we see in those customers.",0,0,0,1,0,0,0,0
110466,110466,2022-Jun-14-CXM.N-141109607499-transcript.txt,"Ragy Thomas,  Sprinklr, Inc. - Founder, Chairman & CEO    [3]"," Founder, Chairman & CEO","In Modern Research, we launched Conversation Insights, the ability to cluster conversations from public digital data that's legally available using AI and to surface brand insights that otherwise may never have been discovered. Customers like PepsiCo are using our Conversation Insights to inform strategies like sustainable packaging. We also announced enhancements in our media monitoring and analytics module, including new premium data partners like NLA Media Access and Financial Times. Conversation Insights help PR and corporate communication leaders to better understand their digital audience in real time, and it allows them to optimize their messaging. We help them and other marketers to facilitate data-driven decisions across organic, paid and advocacy marketing.  ",0,0,1,0,0,0,0,0
152772,152772,2024-Feb-14-INFA.N-137337840819-transcript.txt,"Amit Walia,  Informatica Inc. - CEO & Director    [3]", CEO & Director,"Our unwavering focus is to deliver profitable, accelerated growth while executing a cloud-only, consumption-driven go-to-market strategy and enhancing our AI-powered IDMC platform capabilities. That platform, IDMC, processed 86 trillion mission-critical cloud transactions in December, growing a whopping 62% year-over-year. We have a unique and differentiated AI-powered platform, helping enterprises' automation, data intelligence and increased efficiency to drive more workloads and many, many use cases. ",0,0,1,0,0,0,0,0
133090,133090,2023-May-02-BAND.OQ-140169968659-transcript.txt,"David Andrew Morken,  Bandwidth Inc. - Co-Founder, CEO, & Chairman    [3]"," Co-Founder, CEO, & Chairman","We're still in the early stage of a long-term secular trend of digital transformation that's becoming more and more dynamic by the day with emerging AI technologies, converging platforms and exciting new use cases. ",0,0,0,0,0,0,0,1
166766,166766,2024-Sep-03-GTLB.OQ-139910882621-transcript.txt,"Sid Sijbrandij,  GitLab Inc - Chairman of the Board, Chief Executive Officer, Co-Founder and Director    [3]"," Chairman of the Board, Chief Executive Officer, Co-Founder and Director","          Thank you for joining us today. I'm excited to share our second-quarter results with you and talk about our market-leading DevSecOps platform and its AI capabilities. We continue to deliver strong results that reflect our team's focus on customers, helping them realize faster time-to-value and customer-specific business outcomes.",0,0,1,0,0,0,0,0
35093,35093,2017-Apr-27-UPS.N-138821614541-transcript.txt,"David P. Abney,  United Parcel Service, Inc. - Chairman and CEO    [3]", Chairman and CEO,"We will advance the use of the latest technologies, like artificial intelligence and machine learning, to improve customer service and make operations more efficient.",0,1,1,0,0,0,0,0
66760,66760,2019-Jul-31-CDW.OQ-139692902015-transcript.txt,"Christine A. Leahy,  CDW Corporation - President, CEO & Director    [4]"," President, CEO & Director","Solutions, as a percentage of total sales for account managers in the program, are 300 basis points higher than in 2016. At the same time, the attrition rate for account managers was 0 to 24 months' length of service has declined nearly 25%. Of course, retaining the right coworkers requires hiring the right coworkers. In this competitive market, we are implementing innovative approaches to ensure we continue to attract targeted talent. We are currently piloting artificial intelligence solutions to identify top talent within an applicant pool. AI tools identify high-potential candidates by finding applicants with characteristics demonstrated by high-performing CDW sales professionals. When there is a high match, recruiters target the candidate for more intense activity.",0,0,0,0,1,0,0,0
54126,54126,2018-Mar-14-WSM.N-137620287753-transcript.txt,"Yasir Anwar,  Williams-Sonoma, Inc. - CTO    [24]", CTO,"          Yes. I think I strongly believe that the current availability of technology frameworks in the industry, especially the artificial intelligence and application of machine learning for these type of activities, which is supply chain, inventory optimization and distribution center optimization, is going to be very powerful for us. I'm personally very passionate about powering up the machines and getting them to do the work instead of a lot of manual work, which takes a lot of cost into the system. So we believe we're going to drive our top line growth also by applying machine learning in supply chain world, would also deliver a lot of cost efficiencies, which can then be invested in the top line growth. So looking forward to that.",0,0,0,0,0,0,0,1
145139,145139,2024-Apr-25-FCN.N-138859792482-transcript.txt,"Ajay Sabherwal,  FTI Consulting, Inc. - CFO    [4]", CFO,"Third, we continually will look to expand our portfolio of services to adjacencies related to our core competencies. Examples of such expansion range from construction solutions to cybersecurity and AI in FLC; strategy consulting and digital transformation in Corporate Finance; non-M&A-related antitrust in Economic Consulting; blockchain, digital assets, emerging data and AI-based capabilities in Technology; and public affairs consulting in Strategic Communications. ",0,0,1,0,0,0,0,0
136730,136730,2023-May-17-IBEX.OQ-137101519187-transcript.txt,"Robert T. Dechant,  IBEX Limited - CEO & Director    [3]", CEO & Director,"Two quarters ago, our Wave X tech team began development of generative AI solutions to assist our agents in delivering great experiences. We are excited about the early results and the game-changing potential that the technology has. More than ever though, our clients' Boards and CEOs are asking their organizations about generative AI. With the competencies we have built, we believe we are well positioned to work with our clients to help them better understand how to assess opportunities in their business as well as to eventually have IBEX build out and implement solutions for them across the customer lifecycle. This is an exciting time for IBEX.",0,1,0,0,1,0,0,0
84491,84491,2020-Nov-05-SAIL.N^H22-137841241881-transcript.txt,"Mark D. McClain,  SailPoint Technologies Holdings, Inc. - Co-Founder, CEO & Director    [3]"," Co-Founder, CEO & Director","For example, one of the world's top stock exchanges chose SailPoint's SaaS identity platform to replace an on-prem legacy identity platform that could no longer keep up with the organization's identity and access management needs. The CISO, a repeat SailPoint customer, one of the SaaS identity solution that would help them solve for both the current as well as the future state of the business Already, this company has successfully onboarded 100-plus applications and solved some of their most pressing access modeling needs, thanks to the AI and ML-driven capabilities embedded in our platform. ",0,0,1,0,0,0,0,0
161345,161345,2024-Mar-28-SOL.N-139324877969-transcript.txt,"Yumin Liu,  Emeren Group Ltd - Chief Executive Officer, Board of Director    [17]"," Chief Executive Officer, Board of Director","I do not have a story to present at this time, but we are actively working on those very possible stories to support the AI operation in the future. Especially, we talk about the hybrid deals, which can provide the quality, reliable power supply to those AI operations. And that can become can become a big driver for our growth when we select new deals into our product development pipeline.",0,0,0,0,0,0,0,0
135277,135277,2023-May-09-MTTR.OQ-139347048414-transcript.txt,"Raymond J. Pittman,  Matterport, Inc. - Chairman & CEO    [3]", Chairman & CEO,We're currently piloting property intelligence with select customers and expect to announce general availability in the second half of 2023. We are incredibly excited about the growth potential of our new AI-driven solutions for both new and existing customers around the world. This will be a significant unlock for Matterport in the quarters and years to come.,0,0,1,0,0,0,0,0
124426,124426,2023-Aug-18-PANW.OQ-140846920399-transcript.txt,"Lee Klarich,  Palo Alto Networks, Inc. - Executive VP & Chief Product Officer    [2]", Executive VP & Chief Product Officer,"We are going to accelerate our pace of innovation even further. We are going to leverage our proven playbook around M&A to be able to augment what we do organically. And we are going to take our capabilities in AI and turn that into an AI-first company. And why I'm so confident in our ability to leverage AI is we've built the right data foundation, we've combined that with the right architecture, and we've leveraged an amazing set of expertise across all of that.",1,0,0,0,0,0,0,0
65108,65108,2019-Feb-28-PSTG.N-138258385018-transcript.txt,"David M. Hatfield,  Pure Storage, Inc. - President    [4]", President,"Second, our partner ecosystem continues to expand and deliver real value to our go-to market engine. During the quarter, we had excellent traction across our national channel partners, technology alliances and global systems integrators. Our largest national partners are increasingly choosing to lead with Pure. Most recently, Pure received a number of accolades, including Data Center Partner of the Year from SHI, CDW UK Silver Partner of the Year, CRN's Data Center Vendor of the Year, and Best Vendor Channel Program from SVC Awards. Additionally, we've made significant progress with a number of strategic alliances. Our partnership with Splunk to advance big data analytics continues to thrive, and our joint customer base more than doubled in the year. We signed Rackspace as one of the largest managed service providers and see continued advancement with NVIDIA and Cisco, including the expansion of our converged offerings to include FlashStack for AI and FlashStack as a service. Finally, GSIs are growing rapidly and becoming an increasing contributor to our go-to market efforts; and Accenture, DXC and HCL are all now working with Pure. Our leading technology, together with our Evergreen business model, are a perfect fit for GSIs, enabling them to reduce costs while improving their service levels to customers. As Charlie mentioned, the progress in and our commitment to this segment is underscored by our recent 9-figure, multiyear agreement with one of the largest GSIs.",0,0,0,1,0,0,0,0
144336,144336,2024-Apr-15-CXAI.OQ-137464963235-transcript.txt,"Khurram Sheikh,  CXApp Inc - Chairman, Chief Executive Officer    [2]"," Chairman, Chief Executive Officer","Finally, I'd like to say, the culture of CXAI, the company that we have now is innovation-focused with three core values, purpose, passion, and positivity. We are passionate about solving the big problems in the future work using AI, and we are super positive about creating a new paradigm of digital transformation of the enterprise focus on employee experiences.",0,0,1,0,1,0,0,1
78237,78237,2020-Feb-26-SABR.OQ-139906625042-transcript.txt,"Sean E. Menke,  Sabre Corporation - President, CEO & Director    [3]"," President, CEO & Director","Other benefits of the agreement include application of Google Cloud, data analytics, artificial intelligence and machine learning to our data elements to help unlock new revenue opportunities. An innovation framework to explore how we can provide best-in-class capabilities and solutions together. And finally, the agreement with Google is a preferred partnership, meaning it gives Sabre an opportunity to innovate with Google in a way that is unique in the market. Ultimately, our technology transformation is expected to lower our cost, accelerate innovation and provide competitive differentiation. ",1,0,0,0,0,0,0,0
164359,164359,2024-May-09-AVPT.OQ-139606986136-transcript.txt,"Tianyi Jiang,  AvePoint Inc - Chief Executive Officer, Director    [3]"," Chief Executive Officer, Director","These shortcomings are even more glaring when compared to the size and volume of data our customers need to secure, driven by the relentless growth of data for many years, more than 40% of the companies today manage at least 500 petabytes of data, and they're seeing that growth accelerate due to AI, addressing the challenges related to data growth and sprawl has always been a key use case for AvePoint and led to a new customer win in Q1 with a Germany-based real estate firm with over 130,000 tenants and 1,500 employees.",0,0,0,0,0,0,0,1
117622,117622,2022-Oct-25-XRX.OQ-141143273902-transcript.txt,"Steven John Bandrowczak,  Xerox Holdings Corporation - CEO & Director    [3]", CEO & Director,"We have the solutions today to help them do just that, including solutions like Workflow Central and Digital Mailroom, to name a few. And by focusing more on client solutions rather than product offerings, I believe we can maximize our relevancy and share of wallet with existing clients. We also have the reputation and credibility, the right to win to build new solutions for our clients that leverage our institutional knowledge of client processes and integrate leading technologies such as AI, AR, RPA and machine learning. These new solutions can provide intelligence, value-added services and automation to workflows we already process for our clients as well as new workflows we can and will process in the future. ",0,0,1,0,0,0,0,0
153290,153290,2024-Feb-20-HCKT.OQ-139265938729-transcript.txt,"Ted A. Fernandez,  The Hackett Group, Inc. - Co-Founder, Chairman & CEO    [5]"," Co-Founder, Chairman & CEO","So what's new? It's the rapidly emerging attention and demand for Gen AI. Its possibly unlimited potential will drive an entirely new level of digital world-class performance standards, driving all software and services providers to extend the value of their existing offerings. We believe this will result in an unprecedented innovation, which all organizations will have to consider. On the talent side, competition for experienced executives continues. Overall, we saw the turnover continue to moderate and remained low during the quarter, and we expect that trend to continue. ",0,0,0,0,0,0,0,1
151571,151571,2024-Feb-06-INTA.OQ-140723453664-transcript.txt,"John Hall,  Intapp Inc - Chairman and Chief Executive Officer    [34]", Chairman and Chief Executive Officer,"          I think, there's some early adopters who are really enthusiastic because they just feel how big a potential there is for AI to make its way into these knowledge-based professionals. So much of their work is about serving large sets of data regardless of their area of expertise. They're looking across large areas of data to try to develop a point of view, either for a deal investment decision for advice to their clients.",0,0,0,0,0,0,0,0
125122,125122,2023-Dec-05-ASAN.N-138738534081-transcript.txt,"Dustin Moskovitz,  Asana Inc - Co-Founder & CEO    [3]", Co-Founder & CEO,"This year is an important transition period for us. In the past year, we've optimized our investments across our organization, making substantial year-over-year improvements in our margins each quarter. We've brought on board enterprise software veterans to lead our go-to-market strategy and execution. And we're embarking on a new product cycle of innovation on our industry-leading platform, leveraging AI.",0,0,1,0,0,0,0,0
145042,145042,2024-Apr-24-WFRD.OQ-136937493834-transcript.txt,"Girishchandra K. Saligram,  Weatherford International plc - President, CEO & Director    [3]"," President, CEO & Director","Now turning to our segment overview on Slides 5 through 7. The operational and technical highlights showcase synergies between product lines, which is driven by our solutions creation mindset. In DRE, I am particularly excited about our MPD win with PDO in Oman as this represents another example of growing MPD adoption and our technology differentiation. We are also seeing some quick wins from our acquisitions with the launch of the HD Spitfire tool as part of our wireline products portfolio. In WCC, we continue to see significant awards through the quarter and the deployment of our pressure balanced liner system, the Xpress XT in an offshore setting for the first time is particularly encouraging. In PRI, our focus on digital solutions has resulted in significant advancements in operational efficiency and value creation for our customers. A significant development in this segment is the commercial launch of Foresite 5.3, which combines artificial intelligence, machine learning and autonomous control for proactive failure prediction and therefore, prevents ESP and Rod Lift failures.",0,0,1,0,0,0,0,0
127624,127624,2023-Feb-23-TRUE.OQ-139819161160-transcript.txt,"Jantoon E. Reigersman,  TrueCar, Inc. - Executive VP & COO    [4]", Executive VP & COO,"In addition to the great dealer consumer factory upgrades, we modernized our entire cloud infrastructure, an upgrade that will allow us to reduce costs while increasing our development speed and flexibility to respond to change. We also launched our AI recommendation engine, which will be used to power some of the exciting new features planned in the near-term, product road map for both TC+ and our core business.",0,1,1,0,0,0,0,0
125079,125079,2023-Aug-31-S.N-137142173924-transcript.txt,"Tomer Weingarten,  SentinelOne, Inc. - Co-Founder, Chairman, President & CEO    [3]"," Co-Founder, Chairman, President & CEO","I'm proud of our leading AI-based technology and the innovations we're bringing to customers. Our newly launched vulnerability management solution, Ranger Insights, is another example of how we're helping customers eliminate disparate tools in a single platform. Ranger Insights connects 2 closely tied elements of cybersecurity, application vulnerability identification and endpoint mitigation, which were disconnected until now. CRN ranked Ranger Insights as the #1 in their list of Cool New Security Products Unveiled at Black Hat 2023. We also introduced a new cloud data security product line, which offers threat detection for customers using cloud storage vendors like Amazon S3 and network storage providers such as NetApp. ",0,0,1,0,0,0,0,0
114391,114391,2022-May-23-ZM.OQ-139981831406-transcript.txt,"Eric S. Yuan,  Zoom Video Communications, Inc. - Founder, President, CEO & Chairman    [3]"," Founder, President, CEO & Chairman","Just last week, we closed our acquisition of Solvvy, which we believe will strengthen our capabilities around conversational AI and accelerate the adoption of our contact center product. The nature of the customer experience is undergoing a fundamental transformation, as enterprises increasingly look to engage their customers in more exceptional, personalized and effortless ways. ",0,1,0,0,0,0,0,0
53048,53048,2018-Jul-27-MCO.N-137573766238-transcript.txt,"Robert Scott Fauber,  Moody's Corporation - President of Moody's Investors Service    [30]", President of Moody's Investors Service,"          Yes, it's Rob. We made a small minority investment in QuantCube this quarter. They're a firm that focuses on artificial intelligence with a big data platform, and we started to work with them around collecting alternative data and building models and insights into both macro, and also we're working with them around some of the environmental, social and governance initiatives that we have underway. So it was a way for us to kind of partner with an innovative technology company and augment our capabilities and get some, ultimately, we think some interesting data that we can work into our analytics and our research.",1,0,0,0,0,0,0,0
